year,month,day,extended_event,country,region,province_state,city,vicinity_area,criteria_political,criteria_economic,criteria_religious,multiple_attacks,successful_attack,suicide_attack,primary_attack_type,primary_target_type,primary_target_subtype,target_nationality,secondary_target_type,group_name,individual_attack,attack_claimed,claim_mode,primary_weapon_type,secondary_weapon_type,secondary_weapon_subtype,num_killed,num_killed_us,num_killed_terrorists,num_wounded,num_wounded_us,num_wounded_terrorists,property_damage,property_extent_code,property_extent,property_value,hostage_incident,ransom_demanded,hostage_outcome_code,hostage_outcome,num_released,month_name
2015,6,30,0,Egypt,Middle East & North Africa,Faiyum,Faiyum,0,1,1,1,0.0,1,0,Bombing/Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,1.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,June
2015,6,30,0,Egypt,Middle East & North Africa,Qalyubia,Unknown,0,1,1,1,0.0,0,0,Bombing/Explosion,Unknown,Unknown,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,June
2015,6,30,0,Egypt,Middle East & North Africa,Qalyubia,Banha,0,1,1,1,1.0,1,0,Bombing/Explosion,Telecommunication,Unknown,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,1.0,0.0,0.0,1,4.0,Unknown,-99.0,0.0,0.0,Unknown,Unknown,0.0,June
2015,6,30,0,Egypt,Middle East & North Africa,Alexandria,Alexandria,0,1,1,1,0.0,1,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,June
2015,6,30,0,Egypt,Middle East & North Africa,Beni Suef,Beni Suef,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Checkpoint,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,2.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,June
2015,6,30,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,0,1,1,1,0.0,1,0,Bombing/Explosion,Private Citizens & Property,House/Apartment/Residence,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,2.0,0.0,0.0,3.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,June
2015,7,1,0,Egypt,Middle East & North Africa,North Sinai,Gora,0,1,1,1,1.0,1,0,Armed Assault,Military,Military Checkpoint,Egypt,Private Citizens & Property,Sinai Province of the Islamic State,0,1.0,"Posted to website, blog, etc.",Explosives,Firearms,Unknown Gun Type,18.0,0.0,15.0,8.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,1,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid district,0,1,1,1,1.0,1,0,Armed Assault,Military,Military Checkpoint,Egypt,Private Citizens & Property,Sinai Province of the Islamic State,0,1.0,"Posted to website, blog, etc.",Explosives,Firearms,Unknown Gun Type,18.0,0.0,15.0,7.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,1,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid district,0,1,1,1,1.0,1,0,Armed Assault,Military,Military Checkpoint,Egypt,Private Citizens & Property,Sinai Province of the Islamic State,0,1.0,"Posted to website, blog, etc.",Explosives,Firearms,Unknown Gun Type,17.0,0.0,14.0,7.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,1,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,0,1,1,1,1.0,1,1,Bombing/Explosion,Military,Military Checkpoint,Egypt,Private Citizens & Property,Sinai Province of the Islamic State,0,1.0,"Posted to website, blog, etc.",Explosives,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",16.0,0.0,14.0,7.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,1,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,0,1,1,1,1.0,1,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Egypt,Private Citizens & Property,Sinai Province of the Islamic State,0,1.0,"Posted to website, blog, etc.",Firearms,Unknown,Unknown,16.0,0.0,14.0,7.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,1,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,1.0,1,0,Unknown,Private Citizens & Property,Labor Union Related,Egypt,Private Citizens & Property,Sinai Province of the Islamic State,0,1.0,"Posted to website, blog, etc.",Unknown,Unknown,Unknown,16.0,0.0,14.0,7.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,4,0,Egypt,Middle East & North Africa,Faiyum,Faiyum,0,1,1,1,0.0,1,0,Bombing/Explosion,Utilities,Electricity,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,4,0,Egypt,Middle East & North Africa,Aswan,Aswan,0,1,1,1,0.0,1,0,Bombing/Explosion,Unknown,Unknown,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,4,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,0,1,1,1,0.0,1,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",Egypt,Private Citizens & Property,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,3.0,0.0,0.0,2.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,4,0,Egypt,Middle East & North Africa,North Sinai,Rafah,0,1,1,1,0.0,1,0,Bombing/Explosion,Military,Military Transportation/Vehicle (excluding convoys),Egypt,Police,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,1.0,0.0,0.0,4.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,4,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,0,1,1,1,0.0,1,0,Bombing/Explosion,Business,Unknown,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,2.0,0.0,0.0,1.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,5,0,Egypt,Middle East & North Africa,Faiyum,Faiyum,0,1,1,1,0.0,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,5,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,1.0,1,0,Bombing/Explosion,Police,Police Security Forces/Officers,Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,Personal claim,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,5,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,1.0,1,0,Bombing/Explosion,Police,Police Security Forces/Officers,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,5,0,Egypt,Middle East & North Africa,North Sinai,Az Zuhayr,0,1,1,1,1.0,1,0,Bombing/Explosion,Police,Police Security Forces/Officers,Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,Personal claim,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,7,0,Egypt,Middle East & North Africa,Cairo,Cairo,0,1,1,1,0.0,1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Named Civilian,Egypt,Unknown,Revolutionary Punishment Movement,0,1.0,"Posted to website, blog, etc.",Firearms,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,1.0,0.0,4.0,Hostage(s) killed (not during rescue attempt),0.0,July
2015,7,7,0,Egypt,Middle East & North Africa,Beheira,Itay al-Barud,0,1,1,1,0.0,1,0,Bombing/Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,5.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,7,0,Egypt,Middle East & North Africa,Al Sharqia,Unknown,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Checkpoint,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,1.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,9,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,1,0,Bombing/Explosion,Police,Police Security Forces/Officers,Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,"Posted to website, blog, etc.",Explosives,Unknown,Unknown,0.0,0.0,0.0,25.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,9,0,Egypt,Middle East & North Africa,Beni Suef,Beni Suef,0,1,1,1,0.0,1,0,Assassination,Police,Police Security Forces/Officers,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,11,0,Egypt,Middle East & North Africa,Cairo,Cairo,0,1,1,1,0.0,1,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,Italy,Unknown,Islamic State in Egypt,0,1.0,"Posted to website, blog, etc.",Explosives,Unknown,Unknown,1.0,0.0,0.0,10.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,11,0,Egypt,Middle East & North Africa,North Sinai,Rafah,1,1,1,1,0.0,1,0,Bombing/Explosion,Military,Non-combatant Personnel,Egypt,Private Citizens & Property,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,1.0,0.0,0.0,3.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,14,0,Egypt,Middle East & North Africa,Faiyum,Tamiyyah,0,1,1,1,0.0,1,0,Bombing/Explosion,Unknown,Unknown,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,14,0,Egypt,Middle East & North Africa,Faiyum,Faiyum,0,1,1,1,0.0,1,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,1.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,14,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,0,1,1,0,0.0,1,0,Bombing/Explosion,Military,Military Transportation/Vehicle (excluding convoys),Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,"Posted to website, blog, etc.",Explosives,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,15,0,Egypt,Middle East & North Africa,Faiyum,Faiyum,0,1,1,1,0.0,1,0,Bombing/Explosion,Police,Police Security Forces/Officers,Egypt,Private Citizens & Property,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,6.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,15,0,Egypt,Middle East & North Africa,Suez,Unknown,0,1,1,0,0.0,0,1,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,"Posted to website, blog, etc.",Explosives,Unknown,Unknown,1.0,0.0,1.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,15,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,0,1,1,0,0.0,0,0,Unknown,Military,Military Checkpoint,Egypt,Unknown,Sinai Province of the Islamic State,0,0.0,Unknown,Unknown,Unknown,Unknown,20.0,0.0,20.0,25.0,0.0,25.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,16,0,Egypt,Middle East & North Africa,North Sinai,Rafah,1,1,1,0,0.0,1,0,Bombing/Explosion,Military,Military Maritime,Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,"Posted to website, blog, etc.",Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,16,0,Egypt,Middle East & North Africa,Cairo,Cairo,0,1,1,1,0.0,1,0,Bombing/Explosion,Police,Police Security Forces/Officers,Egypt,Unknown,Ajnad Misr,0,1.0,"Posted to website, blog, etc.",Explosives,Unknown,Unknown,0.0,0.0,0.0,1.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,17,0,Egypt,Middle East & North Africa,Giza,Giza,0,1,1,1,0.0,1,0,Bombing/Explosion,Business,Entertainment/Cultural/Stadium/Casino,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,19,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,1,1,1,0,1.0,1,0,Armed Assault,Military,Military Checkpoint,Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,"Posted to website, blog, etc.",Firearms,Unknown,Unknown,3.0,0.0,0.0,4.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,19,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,1,1,1,0,1.0,1,0,Armed Assault,Military,Military Checkpoint,Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,"Posted to website, blog, etc.",Firearms,Unknown,Unknown,2.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,21,0,Egypt,Middle East & North Africa,Alexandria,Alexandria,0,1,1,1,0.0,1,0,Bombing/Explosion,Religious Figures/Institutions,Place of Worship,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Incendiary,Molotov Cocktail/Petrol Bomb,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,22,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,1,0,Bombing/Explosion,Police,Police Security Forces/Officers,Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,Personal claim,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,22,1,Egypt,Middle East & North Africa,Cairo,Cairo,1,1,1,1,0.0,1,0,Hostage Taking (Kidnapping),Business,Unknown,Croatia,Unknown,Sinai Province of the Islamic State,0,1.0,"Posted to website, blog, etc.",Melee,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,1.0,1.0,4.0,Hostage(s) killed (not during rescue attempt),0.0,July
2015,7,23,0,Egypt,Middle East & North Africa,North Sinai,Rafah,1,1,1,0,0.0,1,0,Bombing/Explosion,Military,Military Transportation/Vehicle (excluding convoys),Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,"Posted to website, blog, etc.",Explosives,Unknown,Unknown,4.0,0.0,0.0,3.0,0.0,0.0,1,4.0,Unknown,-99.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,24,0,Egypt,Middle East & North Africa,North Sinai,Gora,0,1,1,0,0.0,1,0,Bombing/Explosion,Military,Military Transportation/Vehicle (excluding convoys),Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,3.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,24,0,Egypt,Middle East & North Africa,North Sinai,Rafah,0,1,1,1,0.0,1,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,4.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,25,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,1,1,1,0,0.0,0,0,Unknown,Military,Military Checkpoint,Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,Personal claim,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,25,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Security Forces/Officers,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,25,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,1,1,1,1,0.0,1,0,Bombing/Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,1.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,26,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,1,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,"Posted to website, blog, etc.",Explosives,Unknown,Unknown,0.0,0.0,0.0,18.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,26,0,Egypt,Middle East & North Africa,North Sinai,Rafah,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Security Forces/Officers,Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,Personal claim,Firearms,Unknown,Unknown,0.0,0.0,0.0,1.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,26,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Security Forces/Officers,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,2.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,27,1,Egypt,Middle East & North Africa,North Sinai,Rafah,0,1,1,1,0.0,1,0,Hostage Taking (Kidnapping),Government (General),"Government Personnel (excluding police, military)",Egypt,Unknown,Sinai Province of the Islamic State,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,1.0,0.0,7.0,Unknown,-99.0,July
2015,7,27,0,Egypt,Middle East & North Africa,Cairo,Cairo,0,1,1,1,0.0,1,0,Bombing/Explosion,Utilities,Electricity,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,28,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,0,0.0,1,0,Bombing/Explosion,Military,Military Transportation/Vehicle (excluding convoys),Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,Personal claim,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,28,0,Egypt,Middle East & North Africa,North Sinai,Arish,1,1,1,1,0.0,0,0,Bombing/Explosion,Unknown,Unknown,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,28,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,1,1,1,1,0.0,0,0,Bombing/Explosion,Unknown,Unknown,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,7,29,0,Egypt,Middle East & North Africa,Giza,Giza,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Security Forces/Officers,Egypt,Unknown,Islamic State in Egypt,0,1.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,2.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
2015,8,1,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,1,0,Assassination,Police,Police Security Forces/Officers,Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,"Posted to website, blog, etc.",Firearms,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,August
2015,8,2,0,Egypt,Middle East & North Africa,Al Sharqia,Diarb Negm,0,1,1,1,0.0,0,0,Assassination,Government (General),Judge/Attorney/Court,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,August
2015,8,3,0,Egypt,Middle East & North Africa,Faiyum,Faiyum,0,1,1,1,0.0,0,0,Assassination,Police,Police Security Forces/Officers,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,2.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,August
2015,8,4,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,0,1,1,1,0.0,1,0,Bombing/Explosion,Military,Military Checkpoint,Egypt,Private Citizens & Property,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,5.0,0.0,0.0,9.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,August
2015,8,6,0,Egypt,Middle East & North Africa,North Sinai,Al-Mahdeya,0,1,1,1,0.0,1,0,Bombing/Explosion,Private Citizens & Property,Named Civilian,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,August
2015,8,8,0,Egypt,Middle East & North Africa,North Sinai,Rafah,0,1,1,1,0.0,1,0,Bombing/Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,August
2015,8,8,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,1,1,1,1,0.0,0,0,Bombing/Explosion,Unknown,Unknown,Egypt,Unknown,Muslim extremists,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,August
2015,8,8,0,Egypt,Middle East & North Africa,Faiyum,Unknown,0,1,1,1,0.0,1,0,Armed Assault,Police,Prison/Jail,Egypt,Unknown,Revolutionary Punishment Movement,0,1.0,"Posted to website, blog, etc.",Firearms,Unknown,Unknown,1.0,0.0,0.0,3.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,August
2015,8,9,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,1,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,Personal claim,Explosives,Unknown,Unknown,2.0,0.0,0.0,3.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,August
2015,8,9,0,Egypt,Middle East & North Africa,Suez,Badr Souks,0,1,1,0,0.0,1,0,Armed Assault,Military,Military Unit/Patrol/Convoy,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,2.0,0.0,1.0,1.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,August
2015,8,10,0,Egypt,Middle East & North Africa,Cairo,Cairo,0,1,1,1,0.0,1,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Egypt,Unknown,Ajnad Misr,0,1.0,"Posted to website, blog, etc.",Explosives,Unknown,Unknown,1.0,0.0,0.0,2.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,August
2015,8,11,0,Egypt,Middle East & North Africa,Faiyum,Unknown,0,1,1,1,0.0,1,0,Bombing/Explosion,Private Citizens & Property,Vehicles/Transportation,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,August
2015,8,15,0,Egypt,Middle East & North Africa,Faiyum,Faiyum,0,1,1,1,0.0,1,0,Bombing/Explosion,Government (General),Judge/Attorney/Court,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,August
